date,time,temperature,humidity,ventilation,light_intensity,ph,disease growth possibility level
9/21/2018,14:30,5.15,58,high,low,8.7,Low
9/21/2018,17:40,13.56,91,medium,medium,8.6,Moderate
9/22/2018,8:30,7.94,95,medium,low,8.7,Moderate
9/22/2018,11:40,10.73,87,low,low,8.3,Moderate
9/22/2018,14:30,7.82,70,high,low,8.6,Moderate
9/22/2018,17:40,5.5,77,medium,low,8.1,Moderate
9/23/2018,8:30,8.2,63,high,low,8.7,Low
9/23/2018,11:40,9.45,53,high,low,9,Low
9/23/2018,14:30,29.72,83,low,high,5.5,High
9/23/2018,17:40,12.41,59,high,medium,8.6,Low
9/24/2018,8:30,8.13,52,high,low,8.3,Low
9/24/2018,11:40,30.97,59,medium,high,7,Moderate
9/24/2018,14:30,19.18,73,low,medium,6.5,High
9/24/2018,17:40,9.9,61,high,low,8.4,Low
9/25/2018,8:30,26.69,75,low,high,5.2,High
9/25/2018,11:40,19.1,76,medium,medium,5.3,High
9/25/2018,14:30,30.82,70,medium,high,6.5,High
9/25/2018,17:40,11.25,64,high,low,8.9,Low
9/26/2018,8:30,11.31,60,high,low,8.7,Low
9/26/2018,11:40,11.37,54,high,low,8.1,Low
9/26/2018,14:30,9.93,68,high,low,9,Low
9/26/2018,17:40,34,88,medium,high,5.1,High
9/27/2018,8:30,13.21,91,low,medium,8.8,Moderate
9/27/2018,11:40,12.97,57,high,medium,8.9,Low
9/27/2018,14:30,6.33,78,high,low,8.1,Moderate
9/27/2018,17:40,10.84,59,high,low,8.6,Low
9/28/2018,8:30,15.43,60,high,medium,8.6,Low
9/28/2018,11:40,21.72,68,medium,high,6.8,Moderate
9/28/2018,14:30,20.49,70,high,high,5.9,High
9/28/2018,17:40,24.56,89,low,high,6.9,High
9/29/2018,8:30,9.78,62,high,low,8,Low
9/29/2018,11:40,11.99,71,low,low,8.5,Moderate
9/29/2018,14:30,14.83,63,high,medium,8.2,Low
9/29/2018,17:40,18.7,58,low,medium,6.5,Moderate
9/30/2018,8:30,20.73,55,medium,high,5.7,Moderate
9/30/2018,11:40,27.83,69,low,high,6.3,Moderate
9/30/2018,14:30,11.96,97,low,low,8.1,Moderate
9/30/2018,17:40,12.19,56,high,medium,8.5,Low
10/1/2018,8:30,6.61,82,medium,low,8.7,Moderate
10/1/2018,11:40,11.11,59,high,low,8.1,Low
10/1/2018,14:30,6.7,53,high,low,8.8,Low
10/1/2018,17:40,12.35,58,high,medium,8.5,Low
10/2/2018,8:30,11.87,70,high,low,8.4,Moderate
10/2/2018,11:40,10.81,58,high,low,8.7,Low
10/2/2018,14:30,9.75,60,high,low,8.3,Low
10/2/2018,17:40,10.9,59,high,low,8.4,Low
10/3/2018,8:30,32.25,62,low,high,6.9,Moderate
10/3/2018,11:40,32.72,82,low,high,6.3,High
10/3/2018,14:30,29.04,86,medium,high,6.9,High
10/3/2018,17:40,20.41,74,high,high,6.4,High
10/4/2018,8:30,27.37,67,medium,high,6.6,Moderate
10/4/2018,11:40,7.51,63,high,low,8.7,Low
10/4/2018,14:30,9.27,69,high,low,8.1,Low
10/4/2018,17:40,25.37,92,low,high,6.9,High
10/5/2018,8:30,12.36,68,high,medium,8.8,Low
10/5/2018,11:40,10.71,51,high,low,8.4,Low
10/5/2018,14:30,12.43,65,high,medium,8.5,Low
10/5/2018,17:40,24.6,68,high,high,6,Moderate
10/6/2018,8:30,32.8,64,low,high,6.4,Moderate
10/6/2018,11:40,28.65,65,medium,high,6,Moderate
10/6/2018,14:30,14.77,86,high,medium,8.6,Moderate
10/6/2018,17:40,9.96,54,high,low,8.6,Low
10/7/2018,8:30,27.52,92,low,high,6,High
10/7/2018,11:40,7.48,85,low,low,8.3,Moderate
10/7/2018,14:30,30.29,53,high,high,5.3,Moderate
10/7/2018,17:40,10.29,56,high,low,8.1,Low
10/8/2018,8:30,7.52,67,high,low,8.5,Low
10/8/2018,11:40,13.75,70,high,medium,8.3,Moderate
10/8/2018,14:30,42.58,0,,,,Moderate
10/8/2018,17:40,24.86,59,low,high,5.7,Moderate
10/9/2018,8:30,20.12,67,high,high,6.5,Moderate
10/9/2018,11:40,30.37,60,medium,high,5.6,Moderate
10/9/2018,14:30,15.31,79,medium,medium,8.1,Moderate
10/9/2018,17:40,7.19,100,medium,low,8.5,Moderate
10/10/2018,8:30,10.67,73,low,low,8.8,Moderate
10/10/2018,11:40,21.28,89,medium,high,5.7,High
10/10/2018,14:30,5.51,51,high,low,8.9,Low
10/10/2018,17:40,5.68,96,low,low,9,Moderate
10/11/2018,8:30,7.32,67,high,low,8.8,Low
10/11/2018,11:40,5.91,61,high,low,8.6,Low
10/11/2018,14:30,12.98,51,high,medium,9,Low
10/11/2018,17:40,29.18,56,low,high,5.8,Moderate
10/12/2018,8:30,14.88,84,low,medium,8.4,Moderate
10/12/2018,11:40,26.62,96,low,high,5.3,High
10/12/2018,14:30,11.71,77,low,low,8.8,Moderate
10/12/2018,17:40,31.46,89,low,high,5.8,High
10/13/2018,8:30,28.9,92,medium,high,5.7,High
10/13/2018,11:40,9.43,58,high,low,8.3,Low
10/13/2018,14:30,33.88,65,low,high,6.6,Moderate
10/13/2018,17:40,9.98,60,high,low,8.5,Low
10/14/2018,8:30,10.53,56,high,low,8.8,Low
10/14/2018,11:40,11.04,56,high,low,8.4,Low
10/14/2018,14:30,35,65,medium,high,6.4,Moderate
10/14/2018,17:40,26.2,67,medium,high,5.3,Moderate
10/15/2018,8:30,30.68,53,medium,high,5.1,Moderate
10/15/2018,11:40,20.87,72,high,high,5.8,High
10/15/2018,14:30,16.49,58,high,medium,8.4,Low
10/15/2018,17:40,28.53,99,medium,high,5.9,High
10/16/2018,8:30,28.49,51,medium,high,7,Moderate
10/16/2018,11:40,5.03,66,high,low,8.8,Low
10/16/2018,14:30,9.72,58,high,low,8.6,Low
10/16/2018,17:40,14.65,61,high,medium,8.8,Low
10/17/2018,8:30,15.63,50,high,medium,8.8,Low
10/17/2018,11:40,22.84,69,low,high,6.7,Moderate
10/17/2018,14:30,6.84,62,high,low,8,Low
10/17/2018,17:40,26.51,82,high,high,6.4,High
10/18/2018,8:30,7.18,50,high,low,8.2,Low
10/18/2018,11:40,5.21,71,medium,low,8.8,Moderate
10/18/2018,14:30,19.01,94,medium,medium,6,High
10/18/2018,17:40,16.44,64,high,medium,8.7,Low
10/19/2018,8:30,29.56,78,medium,high,5.2,High
10/19/2018,11:40,34.21,68,medium,high,6.4,Moderate
10/19/2018,14:30,23.55,61,medium,high,6.9,Moderate
10/19/2018,17:40,15.98,53,high,medium,8.1,Low
10/20/2018,8:30,5.2,69,high,low,8.4,Low
10/20/2018,11:40,15.06,89,high,medium,8.8,Moderate
10/20/2018,14:30,9.97,70,high,low,8.1,Moderate
10/20/2018,17:40,11.63,50,high,low,8.3,Low
10/21/2018,8:30,21.26,77,low,high,6.2,High
10/21/2018,11:40,24.42,67,high,high,5,Moderate
10/21/2018,14:30,25.26,57,low,high,6.5,Moderate
10/21/2018,17:40,31.04,76,low,high,5.1,High
10/22/2018,8:30,8.59,63,high,low,8.4,Low
10/22/2018,11:40,24.93,99,low,high,6.3,High
10/22/2018,14:30,26.48,98,medium,high,5.2,High
10/22/2018,17:40,11.51,82,low,low,8.6,Moderate
10/23/2018,8:30,26.68,61,high,high,6.6,Moderate
10/23/2018,11:40,5.22,67,high,low,8.9,Low
10/23/2018,14:30,8.44,51,high,low,8.6,Low
10/23/2018,17:40,5.79,72,low,low,8.8,Moderate
10/24/2018,8:30,5.7,51,high,low,8.3,Low
10/24/2018,11:40,32.53,94,high,high,6.4,High
10/24/2018,14:30,14.73,80,low,medium,8.9,Moderate
10/24/2018,17:40,10.25,67,high,low,9,Low
10/25/2018,8:30,10.57,65,high,low,8.4,Low
10/25/2018,11:40,14.23,73,low,medium,8.7,Moderate
10/25/2018,14:30,7.21,61,high,low,8,Low
10/25/2018,17:40,14.3,67,high,medium,8.3,Low
10/26/2018,8:30,8.81,58,high,low,8.7,Low
10/26/2018,11:40,30.2,58,low,high,5.1,Moderate
10/26/2018,14:30,11.15,67,high,low,8.5,Low
10/26/2018,17:40,11.53,89,low,low,8.3,Moderate
10/27/2018,8:30,22.32,53,low,high,5.2,Moderate
10/27/2018,11:40,16.09,51,high,medium,8.1,Low
10/27/2018,14:30,14.71,59,high,medium,8.5,Low
10/27/2018,17:40,7.37,57,high,low,8.6,Low
10/28/2018,8:30,16.81,53,high,medium,8.8,Low
10/28/2018,11:40,16,67,high,medium,8.7,Low
10/28/2018,14:30,14.83,77,low,medium,8.6,Moderate
10/28/2018,17:40,8.21,51,high,low,8.8,Low
10/29/2018,8:30,11.78,61,high,low,8.4,Low
10/29/2018,11:40,6.87,66,high,low,8.8,Low
10/29/2018,14:30,31.35,51,medium,high,5.9,Moderate
10/29/2018,17:40,10.48,60,high,low,8.6,Low
10/30/2018,8:30,26,67,low,high,5.5,Moderate
10/30/2018,11:40,16.28,53,high,medium,8.6,Low
10/30/2018,14:30,24.14,100,medium,high,5.4,High
10/30/2018,17:40,24.42,78,high,high,6.6,High
10/31/2018,8:30,24.09,60,low,high,5.5,Moderate
10/31/2018,11:40,10.28,68,high,low,8.5,Low
10/31/2018,14:30,14.74,67,high,medium,8.4,Low
10/31/2018,17:40,19.78,92,medium,medium,6.7,High
11/1/2018,8:30,14.51,63,high,medium,8.4,Low
11/1/2018,11:40,9.88,60,high,low,8.4,Low
11/1/2018,14:30,10.77,62,high,low,8.6,Low
11/1/2018,17:40,12.52,65,high,medium,8.3,Low
11/2/2018,8:30,7.26,89,medium,low,8.8,Moderate
11/2/2018,11:40,5.34,62,high,low,8.1,Low
11/2/2018,14:30,24.98,55,high,high,6.9,Moderate
11/2/2018,17:40,19.23,60,low,medium,5.8,Moderate
11/3/2018,8:30,10.41,63,high,low,8.5,Low
11/3/2018,11:40,14.08,89,low,medium,8.8,Moderate
11/3/2018,14:30,34.57,81,low,high,5.2,High
11/3/2018,17:40,14.6,63,high,medium,8.8,Low
11/4/2018,8:30,6.24,61,high,low,8.3,Low
11/4/2018,11:40,19.08,75,high,medium,6.1,High
11/4/2018,14:30,8.58,72,medium,low,8,Moderate
11/4/2018,17:40,13.39,57,high,medium,8.1,Low
11/5/2018,8:30,14.46,84,low,medium,8.4,Moderate
11/5/2018,11:40,10.26,53,high,low,8,Low
11/5/2018,14:30,7.59,92,low,low,8.1,Moderate
11/5/2018,17:40,15.77,67,high,medium,8.9,Low
11/6/2018,8:30,12.13,62,high,medium,8.6,Low
11/6/2018,11:40,21.47,67,high,high,6.2,Moderate
11/6/2018,14:30,14.76,59,high,medium,8.7,Low
11/6/2018,17:40,19.35,50,medium,medium,5.3,Moderate
11/7/2018,8:30,12.5,94,low,medium,8.2,Moderate
11/7/2018,11:40,32.5,77,low,high,6,High
11/7/2018,14:30,8.19,65,high,low,8.9,Low
11/7/2018,17:40,11.68,51,high,low,8.7,Low
11/8/2018,8:30,11.78,66,high,low,8.3,Low
11/8/2018,11:40,16.33,89,low,medium,8.8,Moderate
11/8/2018,14:30,24.63,59,medium,high,5.6,Moderate
11/8/2018,17:40,24.1,58,medium,high,5.2,Moderate
11/9/2018,8:30,6.49,57,high,low,8.2,Low
11/9/2018,11:40,26.52,91,medium,high,5.1,High
11/9/2018,14:30,5.03,68,high,low,8.6,Low
11/9/2018,17:40,6.34,61,high,low,8.6,Low
11/10/2018,8:30,33.2,67,low,high,5.1,Moderate
11/10/2018,11:40,10.22,65,high,low,8.7,Low
11/10/2018,14:30,22.29,93,medium,high,5.7,High
11/10/2018,17:40,21.18,73,low,high,5.7,High
11/11/2018,8:30,12.44,61,high,medium,8.5,Low
11/11/2018,11:40,5.68,69,high,low,8.8,Low
11/11/2018,14:30,12.93,64,high,medium,8.3,Low
11/11/2018,17:40,16.98,93,medium,medium,8.9,Moderate
11/12/2018,8:30,29.86,71,medium,high,6.4,High
11/12/2018,11:40,10.44,84,medium,low,8.2,Moderate
11/12/2018,14:30,14.2,92,low,medium,8.8,Moderate
11/12/2018,17:40,25.16,56,low,high,5.8,Moderate
11/13/2018,8:30,13.66,76,low,medium,8.6,Moderate
11/13/2018,11:40,24.9,62,high,high,5.2,Moderate
11/13/2018,14:30,13.77,60,high,medium,8.1,Low
11/13/2018,17:40,11.67,85,low,low,8.2,Moderate
11/14/2018,8:30,7.52,84,medium,low,8,Moderate
11/14/2018,11:40,20.5,70,medium,high,6.7,High
11/14/2018,14:30,32.75,91,low,high,6.3,High
11/14/2018,17:40,12.53,58,high,medium,8.3,Low
11/15/2018,8:30,14.19,54,high,medium,8.5,Low
11/15/2018,11:40,6.59,62,high,low,8,Low
11/15/2018,14:30,25.25,97,low,high,5.3,High
11/15/2018,17:40,30.15,88,medium,high,7,High
11/16/2018,8:30,8.47,57,high,low,8.9,Low
11/16/2018,11:40,8.23,97,low,low,8.2,Moderate
11/16/2018,14:30,18.6,50,low,medium,5.8,Moderate
11/16/2018,17:40,22.46,55,medium,high,6.1,Moderate
11/17/2018,8:30,31.22,83,low,high,5.8,High
11/17/2018,11:40,13.71,72,medium,medium,8.5,Moderate
11/17/2018,14:30,22.39,83,low,high,6.4,High
11/17/2018,17:40,27.68,99,medium,high,6.9,High
11/18/2018,8:30,29.72,79,medium,high,6.9,High
11/18/2018,11:40,29.16,52,medium,high,6.6,Moderate
11/18/2018,14:30,16.57,63,high,medium,8.4,Low
11/18/2018,17:40,14.19,63,high,medium,8.7,Low
11/19/2018,8:30,5.63,64,high,low,8.5,Low
11/19/2018,11:40,33.06,100,low,high,6.9,High
11/19/2018,14:30,25.16,80,low,high,5.7,High
11/19/2018,17:40,12.13,75,low,medium,8.5,Moderate
11/20/2018,8:30,8.35,67,high,low,8.8,Low
11/20/2018,11:40,23.65,66,medium,high,5.5,Moderate
11/20/2018,14:30,14.2,72,low,medium,8.8,Moderate
11/20/2018,17:40,12.07,60,high,medium,9,Low
11/21/2018,8:30,12.84,70,high,medium,8.3,Moderate
11/21/2018,11:40,25.97,59,low,high,5.6,Moderate
11/21/2018,14:30,11.39,62,high,low,9,Low
11/21/2018,17:40,23.12,62,low,high,6.4,Moderate
11/22/2018,8:30,10.08,66,high,low,8.4,Low
11/22/2018,11:40,16.92,60,high,medium,8.6,Low
11/22/2018,14:30,13.1,95,low,medium,9,Moderate
11/22/2018,17:40,21.77,65,medium,high,5.3,Moderate
11/23/2018,8:30,24.61,73,low,high,6.5,High
11/23/2018,11:40,6.35,69,high,low,8.4,Low
11/23/2018,14:30,16.77,96,medium,medium,8.6,Moderate
11/23/2018,17:40,13.79,50,high,medium,8.4,Low
11/24/2018,8:30,5.66,58,high,low,8.5,Low
11/24/2018,11:40,12.87,69,high,medium,8.5,Low
11/24/2018,14:30,12.46,89,high,medium,8.2,Moderate
11/24/2018,17:40,9.56,63,high,low,8.1,Low
11/25/2018,8:30,11.25,60,high,low,8.4,Low
11/25/2018,11:40,16.58,65,high,medium,8.3,Low
11/25/2018,14:30,12.96,57,high,medium,8.3,Low
11/25/2018,17:40,8.85,50,high,low,8.7,Low
11/26/2018,8:30,5.75,51,high,low,8.7,Low
11/26/2018,11:40,11.81,60,high,low,8.4,Low
11/26/2018,14:30,22.39,72,low,high,5.5,High
11/26/2018,17:40,5.3,60,high,low,8.9,Low
11/27/2018,8:30,20.48,60,high,high,5.9,Moderate
11/27/2018,11:40,10.53,65,high,low,8.6,Low
11/27/2018,14:30,5.17,51,high,low,9,Low
11/27/2018,17:40,13.79,56,high,medium,8.8,Low
11/28/2018,8:30,10.43,54,high,low,8.5,Low
11/28/2018,11:40,22.65,55,medium,high,5.6,Moderate
11/28/2018,14:30,15.49,67,high,medium,8,Low
11/28/2018,17:40,27.88,70,medium,high,6.9,High
11/29/2018,8:30,30.96,71,high,high,5.8,High
11/29/2018,11:40,5.5,68,high,low,8.7,Low
11/29/2018,14:30,33.22,60,medium,high,6.8,Moderate
11/29/2018,17:40,13.15,60,high,medium,8.5,Low
11/30/2018,8:30,33.87,58,low,high,6,Moderate
11/30/2018,11:40,22.59,57,low,high,6,Moderate
11/30/2018,14:30,19.82,52,medium,medium,5.2,Moderate
11/30/2018,17:40,8.82,64,high,low,8.2,Low
12/1/2018,8:30,10.87,51,high,low,8.2,Low
12/1/2018,11:40,34.83,59,low,high,6.7,Moderate
12/1/2018,14:30,10.55,61,high,low,8.3,Low
12/1/2018,17:40,9.08,57,high,low,8.4,Low
12/2/2018,8:30,8.84,74,medium,low,9,Moderate
12/2/2018,11:40,14.56,90,low,medium,8.8,Moderate
12/2/2018,14:30,8.4,52,high,low,8.9,Low
12/2/2018,17:40,10.8,54,high,low,8.4,Low
12/3/2018,8:30,20.79,84,high,high,6.3,High
12/3/2018,11:40,26.22,67,high,high,5.4,Moderate
12/3/2018,14:30,20.37,58,medium,high,5.6,Moderate
12/3/2018,17:40,20.63,70,medium,high,6.2,High
12/4/2018,8:30,12.24,63,high,medium,8.7,Low
12/4/2018,11:40,12.09,55,high,medium,8.2,Low
12/4/2018,14:30,20.06,60,medium,high,6.3,Moderate
12/4/2018,17:40,28.32,61,low,high,6.1,Moderate
12/5/2018,8:30,29.36,62,high,high,5.3,Moderate
12/5/2018,11:40,8.56,69,high,low,8.2,Low
12/5/2018,14:30,5.93,57,high,low,9,Low
12/5/2018,17:40,27.3,97,high,high,6.5,High
12/6/2018,8:30,20.67,94,low,high,5.5,High
12/6/2018,11:40,22.69,62,low,high,6.7,Moderate
12/6/2018,14:30,19.65,61,high,medium,5.1,Moderate
12/6/2018,17:40,32.15,99,low,high,5.3,High
12/7/2018,8:30,10.78,83,medium,low,8.7,Moderate
12/7/2018,11:40,16.22,67,high,medium,8.2,Low
12/7/2018,14:30,10.7,53,high,low,8.1,Low
12/7/2018,17:40,5.15,64,high,low,9,Low
12/8/2018,8:30,8.28,58,high,low,8.6,Low
12/8/2018,11:40,15.5,63,high,medium,8.4,Low
12/8/2018,14:30,15.06,53,high,medium,8.4,Low
12/8/2018,17:40,9.88,77,high,low,8.1,Moderate
12/9/2018,8:30,30.99,66,high,high,5.1,Moderate
12/9/2018,11:40,13.61,67,high,medium,8.1,Low
12/9/2018,14:30,31.58,98,low,high,5.3,High
12/9/2018,17:40,18.28,71,medium,medium,5.8,High
12/10/2018,8:30,14.98,64,high,medium,8.8,Low
12/10/2018,11:40,23.14,98,high,high,5.4,High
12/10/2018,14:30,15.7,70,high,medium,8.2,Moderate
12/10/2018,17:40,6.38,63,high,low,8.5,Low
12/11/2018,8:30,11.92,57,high,low,8.7,Low
12/11/2018,11:40,24.49,52,low,high,5.7,Moderate
12/11/2018,14:30,5.27,63,high,low,8.3,Low
12/11/2018,17:40,6.71,61,high,low,8,Low
12/12/2018,8:30,14.22,80,low,medium,8.5,Moderate
12/12/2018,11:40,32.72,57,medium,high,6.7,Moderate
12/12/2018,14:30,5.76,96,high,low,9,Moderate
12/12/2018,17:40,27.47,84,low,high,5.5,High
12/13/2018,8:30,33.03,59,low,high,5.5,Moderate
12/13/2018,11:40,8.34,61,high,low,8.6,Low
12/13/2018,14:30,7.1,60,high,low,8.7,Low
12/13/2018,17:40,16.89,60,high,medium,8.3,Low
12/14/2018,8:30,6.79,67,high,low,8.3,Low
12/14/2018,11:40,10.23,70,high,low,8.8,Moderate
12/14/2018,14:30,25.12,54,low,high,5.7,Moderate
12/14/2018,17:40,6.24,79,medium,low,9,Moderate
12/15/2018,8:30,22.62,81,medium,high,5,High
12/15/2018,11:40,34.72,76,high,high,6.5,High
12/15/2018,14:30,10.67,55,high,low,8.4,Low
12/15/2018,17:40,6.64,85,high,low,8.9,Moderate
12/16/2018,8:30,11.47,67,high,low,8,Low
12/16/2018,11:40,28.17,60,medium,high,6.3,Moderate
12/16/2018,14:30,15.8,58,high,medium,8.3,Low
12/16/2018,17:40,13.07,97,low,medium,8.6,Moderate
12/17/2018,8:30,13.4,56,high,medium,8.4,Low
12/17/2018,11:40,12.73,83,medium,medium,8.7,Moderate
12/17/2018,14:30,13.61,96,medium,medium,8.1,Moderate
12/17/2018,17:40,25.95,74,low,high,5.6,High
12/18/2018,8:30,32.76,54,high,high,6.2,Moderate
12/18/2018,11:40,8.87,59,high,low,8.1,Low
12/18/2018,14:30,29.62,50,medium,high,5.1,Moderate
12/18/2018,17:40,5.79,54,high,low,8.3,Low
12/19/2018,8:30,8.34,57,high,low,8.2,Low
12/19/2018,11:40,12.53,54,high,medium,8.6,Low
12/19/2018,14:30,5.37,55,high,low,8.5,Low
12/19/2018,17:40,6.54,89,medium,low,8.4,Moderate
12/20/2018,8:30,15.76,70,high,medium,8.8,Moderate
12/20/2018,11:40,6.45,83,low,low,8.6,Moderate
12/20/2018,14:30,23.5,92,medium,high,6.9,High
12/20/2018,17:40,20.75,54,low,high,5.5,Moderate
12/21/2018,8:30,21.24,70,low,high,6.4,High
12/21/2018,11:40,6.42,88,medium,low,8.8,Moderate
12/21/2018,14:30,22.28,80,high,high,6.6,High
12/21/2018,17:40,10.4,64,high,low,8.2,Low
12/22/2018,8:30,11.17,68,high,low,8.8,Low
12/22/2018,11:40,12.24,90,low,medium,8.2,Moderate
12/22/2018,14:30,16.61,52,high,medium,8.9,Low
12/22/2018,17:40,11.59,69,high,low,8.8,Low
12/23/2018,8:30,12.69,92,medium,medium,8.9,Moderate
12/23/2018,11:40,13.71,67,high,medium,8.1,Low
12/23/2018,14:30,11.67,59,high,low,9,Low
12/23/2018,17:40,14.24,64,high,medium,8.9,Low
12/24/2018,8:30,6.78,51,high,low,8.2,Low
12/24/2018,11:40,6.16,68,high,low,8.3,Low
12/24/2018,14:30,27.26,85,medium,high,6.4,High
12/24/2018,17:40,19.72,52,low,medium,5.2,Moderate
12/25/2018,8:30,10.43,74,low,low,8.3,Moderate
12/25/2018,11:40,9.4,58,high,low,8.7,Low
12/25/2018,14:30,12.57,51,high,medium,8.9,Low
12/25/2018,17:40,10.46,74,high,low,8.8,Moderate
12/26/2018,8:30,19.09,86,medium,medium,6.1,High
12/26/2018,11:40,9.17,64,high,low,8.7,Low
12/26/2018,14:30,12.14,65,high,medium,8.1,Low
12/26/2018,17:40,5.69,60,high,low,8,Low
12/27/2018,8:30,11.24,57,high,low,8.5,Low
12/27/2018,11:40,11.47,56,high,low,8.3,Low
12/27/2018,14:30,30.31,57,medium,high,6.8,Moderate
12/27/2018,17:40,8.41,82,medium,low,8.5,Moderate
12/28/2018,8:30,13.85,66,high,medium,8.2,Low
12/28/2018,11:40,5.74,100,high,low,8.2,Moderate
12/28/2018,14:30,16.24,87,high,medium,8.9,Moderate
12/28/2018,17:40,15.01,55,high,medium,8.4,Low
12/29/2018,8:30,15.63,58,high,medium,8.4,Low
12/29/2018,11:40,13.18,68,high,medium,8.2,Low
12/29/2018,14:30,12.85,50,high,medium,8.6,Low
12/29/2018,17:40,29.82,61,low,high,6,Moderate
12/30/2018,8:30,5.86,54,high,low,8.2,Low
12/30/2018,11:40,9.01,54,high,low,8.9,Low
12/30/2018,14:30,15.9,55,high,medium,8.4,Low
12/30/2018,17:40,9.27,70,high,low,9,Moderate
12/31/2018,8:30,13.32,91,low,medium,8.9,Moderate
12/31/2018,11:40,14.8,94,low,medium,8.4,Moderate
12/31/2018,14:30,5.79,68,high,low,8.6,Low
12/31/2018,17:40,8.66,57,high,low,8.3,Low
1/1/2019,8:30,23.39,80,high,high,6.8,High
1/1/2019,11:40,14.25,52,high,medium,8.6,Low
1/1/2019,14:30,12.58,62,high,medium,8.3,Low
1/1/2019,17:40,6.52,67,high,low,8.9,Low
1/2/2019,8:30,6.96,67,high,low,8.2,Low
1/2/2019,11:40,6.94,54,high,low,8,Low
1/2/2019,14:30,14.19,52,high,medium,8.7,Low
1/2/2019,17:40,14.83,65,high,medium,8.6,Low
1/3/2019,8:30,32.67,59,medium,high,7,Moderate
1/3/2019,11:40,7.57,70,high,low,8.8,Moderate
1/3/2019,14:30,22.45,99,high,high,5,High
1/3/2019,17:40,32.86,96,low,high,6.3,High
1/4/2019,8:30,21.57,95,medium,high,5.5,High
1/4/2019,11:40,12.79,66,high,medium,8.9,Low
1/4/2019,14:30,20.73,70,low,high,5.8,High
1/4/2019,17:40,21.91,87,medium,high,5.1,High
1/5/2019,8:30,28.14,51,medium,high,5.9,Moderate
1/5/2019,11:40,10.68,62,high,low,8.8,Low
1/5/2019,14:30,16.27,59,high,medium,8.9,Low
1/5/2019,17:40,15.58,59,high,medium,8,Low
1/6/2019,8:30,29.58,72,low,high,5.7,High
1/6/2019,11:40,31.04,89,low,high,6.6,High
1/6/2019,14:30,9.55,52,high,low,8.1,Low
1/6/2019,17:40,16.24,74,low,medium,8.9,Moderate
1/7/2019,8:30,5.84,63,high,low,8.3,Low
1/7/2019,11:40,5.92,55,high,low,8.5,Low
1/7/2019,14:30,29.79,69,medium,high,5.5,Moderate
1/7/2019,17:40,13.4,90,high,medium,8.2,Moderate
1/8/2019,8:30,24.4,55,high,high,5.4,Moderate
1/8/2019,11:40,30.02,82,medium,high,5.7,High
1/8/2019,14:30,11.21,59,high,low,8.6,Low
1/8/2019,17:40,22.24,71,low,high,6.5,High
1/9/2019,8:30,9.03,56,high,low,8.9,Low
1/9/2019,11:40,14.49,56,high,medium,8.5,Low
1/9/2019,14:30,11.29,52,high,low,8.5,Low
1/9/2019,17:40,9.98,61,high,low,8.9,Low
1/10/2019,8:30,21.65,65,low,high,7,Moderate
1/10/2019,11:40,21.31,75,high,high,6.6,High
1/10/2019,14:30,27.94,92,low,high,6,High
1/10/2019,17:40,7.27,64,high,low,8.1,Low
1/11/2019,8:30,15.89,64,high,medium,8.9,Low
1/11/2019,11:40,27.85,51,low,high,7,Moderate
1/11/2019,14:30,9.06,63,high,low,8,Low
1/11/2019,17:40,25.76,58,medium,high,5.9,Moderate
1/12/2019,8:30,34.43,62,low,high,6.6,Moderate
1/12/2019,11:40,10.28,55,high,low,8.4,Low
1/12/2019,14:30,28.08,65,low,high,5.9,Moderate
1/12/2019,17:40,10.96,51,high,low,8.1,Low
1/13/2019,8:30,21.9,67,high,high,6.9,Moderate
1/13/2019,11:40,8.45,67,high,low,9,Low
1/13/2019,14:30,28.92,53,medium,high,6.2,Moderate
1/13/2019,17:40,10.05,56,high,low,8.8,Low
1/14/2019,8:30,29.08,92,medium,high,6.7,High
1/14/2019,11:40,18.3,97,low,medium,5.5,High
1/14/2019,14:30,16.9,54,high,medium,8.8,Low
1/14/2019,17:40,21.43,59,low,high,5,Moderate
1/15/2019,8:30,6.72,54,high,low,8.7,Low
1/15/2019,11:40,14.93,50,high,medium,8.8,Low
1/15/2019,14:30,26.07,65,medium,high,5.3,Moderate
1/15/2019,17:40,15.69,57,high,medium,8.6,Low
1/16/2019,8:30,8.16,83,medium,low,8.4,Moderate
1/16/2019,11:40,13.17,68,high,medium,8,Low
1/16/2019,14:30,14.74,52,high,medium,8.7,Low
1/16/2019,17:40,10.28,64,high,low,8.3,Low
1/17/2019,8:30,16.04,50,high,medium,8.8,Low
1/17/2019,11:40,18.46,76,high,medium,6,High
1/17/2019,14:30,6.24,100,medium,low,8.1,Moderate
1/17/2019,17:40,32.12,95,medium,high,5.5,High
1/18/2019,8:30,9.03,59,high,low,8.7,Low
1/18/2019,11:40,13.36,81,medium,medium,8.3,Moderate
1/18/2019,14:30,5.36,84,high,low,8.5,Moderate
1/18/2019,17:40,22.63,62,low,high,5,Moderate
1/19/2019,8:30,25.58,61,medium,high,7,Moderate
1/19/2019,11:40,23.43,54,high,high,5.9,Moderate
1/19/2019,14:30,15.6,57,high,medium,8.9,Low
1/19/2019,17:40,33.27,88,medium,high,6.5,High
1/20/2019,8:30,19.61,51,medium,medium,6.7,Moderate
1/20/2019,11:40,13.8,62,high,medium,8.9,Low
1/20/2019,14:30,16.87,66,high,medium,8.6,Low
